id_transmissao,id_body_type,id_modelos,id_categoria_marca,ano,id_insurance,seats,engine_capacity,id_fuel_type,max_power,resale_price_Lakh
0.13063448358318142,0.36313833386560074,3.089198366805149,0.07402920010391432,2019.0,0.2561672213768721,5.0,1199.0,0.1808108436013733,83.8,5.66
0.13063448358318142,0.6002632621852876,2.406315182362585,0.07402920010391432,2018.0,1.3090775235586007,5.0,1199.0,0.1808108436013733,88.7,6.64
0.13063448358318142,0.5776796017468651,2.5865230076130983,0.07402920010391432,2015.0,0.2561672213768721,5.0,1497.0,0.1808108436013733,117.3,5.65
0.5851602224980227,0.6002632621852876,3.6534697972437113,0.07402920010391432,2021.0,0.2561672213768721,7.0,1956.0,0.5145358569867878,167.6,23.0
0.5851602224980227,0.36313833386560074,2.750379810251768,0.07402920010391432,2019.0,1.3090775235586007,5.0,1197.0,0.1808108436013733,83.1,6.87
0.5851602224980227,0.5776796017468651,3.130591051963374,1.5094147701883387,2021.0,0.2561672213768721,4.0,2993.0,0.5145358569867878,261.4,115.0
0.13063448358318142,0.6002632621852876,3.285493011949117,0.07402920010391432,2021.0,0.2561672213768721,5.0,1197.0,0.1808108436013733,81.8,7.85
0.13063448358318142,0.5776796017468651,3.8295610562993927,0.07402920010391432,2015.0,0.2561672213768721,5.0,1598.0,0.1808108436013733,103.5,5.95
0.5851602224980227,0.5776796017468651,3.5285310606354114,1.5094147701883387,2018.0,0.2561672213768721,5.0,1995.0,0.5145358569867878,187.7,38.75
0.5851602224980227,0.6002632621852876,3.6534697972437113,0.07402920010391432,2021.0,0.2561672213768721,5.0,999.0,0.1808108436013733,98.6,9.6
0.13063448358318142,0.36313833386560074,2.875318546860068,0.07402920010391432,2019.0,0.44691375314468196,5.0,999.0,0.1808108436013733,67.0,3.49
0.13063448358318142,0.36313833386560074,2.6534697972437113,0.07402920010391432,2018.0,0.2561672213768721,5.0,999.0,0.1808108436013733,67.0,3.1
0.5851602224980227,0.6002632621852876,3.6534697972437113,0.07402920010391432,2019.0,1.3090775235586007,5.0,1497.0,0.5145358569867878,108.5,10.22
0.13063448358318142,0.36313833386560074,1.842789322033148,0.07402920010391432,2013.0,0.2561672213768721,5.0,1197.0,0.1808108436013733,88.5,4.55
0.5851602224980227,0.5776796017468651,3.089198366805149,0.07402920010391432,2017.0,1.3090775235586007,5.0,1497.0,0.1808108436013733,117.6,7.18
0.13063448358318142,0.5776796017468651,2.1052851866986035,0.07402920010391432,2015.0,0.2561672213768721,5.0,1197.0,0.1808108436013733,88.5,3.78
