id_body_type,id_marca,ano,mileage,id_max_power_group,id_transmissao,id_modelos,resale_price_Lakh
0.9500260250381614,0.880390096896767,2007.0,12.8,2.311753861055754,0.08903738990817102,1.709693869727792,2.85
0.6396560031200369,0.8203921672214817,2008.0,17.8,2.311753861055754,0.08903738990817102,2.010723865391773,1.5
0.2113833159381914,0.8203921672214817,2010.0,16.8,2.311753861055754,0.08903738990817102,2.010723865391773,3.3
0.2113833159381914,1.1076338783998294,2009.0,17.8,2.311753861055754,0.08903738990817102,2.010723865391773,1.2
1.2325726150081295,1.8346326063360918,2021.0,18.6,2.311753861055754,0.7096938697277919,2.010723865391773,32.0
0.2113833159381914,1.4666558210414975,2007.0,15.7,2.311753861055754,0.08903738990817102,2.010723865391773,1.4
0.2113833159381914,1.4086638740638107,2008.0,17.5,2.311753861055754,0.08903738990817102,2.010723865391773,2.45
0.6396560031200369,0.6989700043360189,2005.0,17.3,2.311753861055754,0.08903738990817102,1.709693869727792,0.69
0.2113833159381914,1.0330002601029253,2011.0,13.2,2.311753861055754,0.7096938697277919,1.6127838567197355,5.5
0.2113833159381914,0.8493558631567982,2006.0,17.7,2.311753861055754,0.08903738990817102,1.1978105087489175,3.0
0.6396560031200369,1.1076338783998294,2006.0,13.6,2.311753861055754,0.08903738990817102,2.010723865391773,0.8
0.6396560031200369,0.6989700043360189,2009.0,16.1,2.311753861055754,0.08903738990817102,1.2703611758975293,2.8
0.2113833159381914,0.6989700043360189,2010.0,15.0,2.311753861055754,0.08903738990817102,1.4666558210414975,1.51
0.2113833159381914,0.8493558631567982,2006.0,16.9,2.311753861055754,0.08903738990817102,1.6127838567197355,1.1
0.6396560031200369,2.010723865391773,2007.0,15.5,2.311753861055754,0.08903738990817102,2.010723865391773,1.1
0.2113833159381914,1.1076338783998294,2004.0,14.2,2.311753861055754,0.08903738990817102,1.709693869727792,0.56
0.9500260250381614,0.880390096896767,2012.0,12.8,2.311753861055754,0.08903738990817102,1.8346326063360918,5.5
0.6396560031200369,0.6989700043360189,2009.0,16.1,2.311753861055754,0.08903738990817102,2.010723865391773,2.45
0.2113833159381914,0.8493558631567982,2010.0,10.2,2.311753861055754,0.7096938697277919,1.8346326063360918,3.0
0.2113833159381914,0.8203921672214817,2011.0,13.2,2.311753861055754,0.08903738990817102,1.4086638740638107,2.5
0.2113833159381914,0.8493558631567982,2005.0,17.7,2.311753861055754,0.08903738990817102,1.1978105087489175,1.0
0.2113833159381914,0.8493558631567982,2007.0,17.7,2.311753861055754,0.08903738990817102,1.1978105087489175,1.8
0.2113833159381914,0.6989700043360189,2008.0,15.0,2.311753861055754,0.08903738990817102,1.5336026106721106,1.5
0.6396560031200369,1.135662602000073,2007.0,17.2,2.311753861055754,0.08903738990817102,2.010723865391773,1.25
1.2325726150081295,1.0330002601029253,2011.0,16.55,2.311753861055754,0.7096938697277919,1.8346326063360918,16.0
0.2113833159381914,0.8203921672214817,2009.0,16.8,2.311753861055754,0.7096938697277919,2.010723865391773,1.28
0.2113833159381914,1.4086638740638107,2006.0,14.2,2.311753861055754,0.08903738990817102,1.8346326063360918,1.5
0.2113833159381914,1.135662602000073,2006.0,17.8,2.311753861055754,0.08903738990817102,2.010723865391773,0.9
0.2113833159381914,0.8203921672214817,2006.0,16.8,2.311753861055754,0.08903738990817102,1.6127838567197355,1.95
0.2113833159381914,1.0330002601029253,2009.0,11.5,2.311753861055754,0.7096938697277919,1.709693869727792,6.99
1.2325726150081295,1.4666558210414975,2008.0,12.7,2.311753861055754,0.08903738990817102,2.010723865391773,1.4
0.2113833159381914,1.1076338783998294,2009.0,17.8,2.311753861055754,0.08903738990817102,2.010723865391773,1.4
0.6396560031200369,0.8203921672214817,2009.0,14.2,2.311753861055754,0.08903738990817102,1.709693869727792,1.48
0.6396560031200369,0.6989700043360189,2010.0,17.3,2.311753861055754,0.08903738990817102,1.709693869727792,1.4
0.2113833159381914,0.8493558631567982,2008.0,17.7,2.311753861055754,0.08903738990817102,1.1978105087489175,1.25
0.2113833159381914,1.4086638740638107,2010.0,12.6,2.311753861055754,0.7096938697277919,2.010723865391773,3.57
