id_nomes,id_body_type,id_city,id_insurance,seats,engine_capacity,id_fuel_type,kms_driven,max_power,id_owner_type
3.3001605369513523,0.47646899755289784,1.0920662394877751,0.26089613597232875,5.0,1199.0,0.18660344962471995,30910.0,83.8,0.152216701130692
3.4762517960070336,0.5300452421642506,1.2904747853484106,1.3170338138678785,5.0,1199.0,0.18660344962471995,48089.0,88.7,1.357319351962922
3.4762517960070336,0.5186445089469384,0.9157160865454982,0.26089613597232875,5.0,1497.0,0.18660344962471995,51000.0,117.3,0.6171518363833868
3.4762517960070336,0.5300452421642506,0.9157160865454982,0.26089613597232875,7.0,1956.0,0.5004243116650593,30000.0,167.6,0.152216701130692
3.4762517960070336,0.47646899755289784,1.1720250944842445,1.3170338138678785,5.0,1197.0,0.18660344962471995,61113.0,83.1,0.152216701130692
3.4762517960070336,0.5186445089469384,1.0920662394877751,0.26089613597232875,4.0,2993.0,0.5004243116650593,31738.0,261.4,0.152216701130692
3.4762517960070336,0.5300452421642506,0.7595735797074777,0.26089613597232875,5.0,1197.0,0.18660344962471995,30000.0,81.8,0.6171518363833868
3.4762517960070336,0.5186445089469384,0.8693637250891013,0.26089613597232875,5.0,1598.0,0.18660344962471995,80000.0,103.5,1.357319351962922
3.4762517960070336,0.5186445089469384,0.7595735797074777,0.26089613597232875,5.0,1995.0,0.5004243116650593,36000.0,187.7,0.152216701130692
3.4762517960070336,0.5300452421642506,0.8693637250891013,0.26089613597232875,5.0,999.0,0.18660344962471995,14608.0,98.6,0.152216701130692
3.078311787334996,0.47646899755289784,0.7595735797074777,0.43670097776385103,5.0,999.0,0.18660344962471995,25000.0,67.0,0.152216701130692
3.4762517960070336,0.5186445089469384,1.0920662394877751,0.43670097776385103,5.0,2143.0,0.5004243116650593,63000.0,170.0,0.152216701130692
3.078311787334996,0.47646899755289784,1.1720250944842445,0.26089613597232875,5.0,999.0,0.18660344962471995,30000.0,67.0,0.6171518363833868
3.4762517960070336,0.5300452421642506,1.0332980733903112,1.3170338138678785,5.0,1497.0,0.5004243116650593,46034.0,108.5,0.152216701130692
3.4762517960070336,0.47646899755289784,1.0332980733903112,0.26089613597232875,5.0,1197.0,0.18660344962471995,50824.0,88.5,0.152216701130692
3.3001605369513523,0.5186445089469384,0.8693637250891013,1.3170338138678785,5.0,1497.0,0.18660344962471995,120848.0,117.6,0.152216701130692
3.1752218003430523,0.5186445089469384,0.7595735797074777,0.26089613597232875,5.0,1197.0,0.18660344962471995,36888.0,88.5,0.6171518363833868
3.4762517960070336,0.5300452421642506,0.7595735797074777,0.43670097776385103,7.0,2987.0,0.5004243116650593,66000.0,258.0,0.6171518363833868
3.4762517960070336,0.47646899755289784,1.2904747853484106,0.43670097776385103,5.0,1248.0,0.5004243116650593,83083.0,74.0,0.152216701130692
3.4762517960070336,0.5300452421642506,0.8693637250891013,0.26089613597232875,6.0,2498.0,0.5004243116650593,59889.0,105.0,0.152216701130692
3.4762517960070336,0.47646899755289784,1.0332980733903112,1.3170338138678785,5.0,1194.0,0.18660344962471995,45600.0,94.6,0.152216701130692
3.4762517960070336,0.5300452421642506,1.0332980733903112,0.26089613597232875,7.0,2179.0,0.5004243116650593,80000.0,152.8,0.152216701130692
3.4762517960070336,0.47646899755289784,1.0332980733903112,0.43670097776385103,5.0,1197.0,0.18660344962471995,26997.0,81.8,0.152216701130692
3.4762517960070336,0.5300452421642506,0.7595735797074777,0.26089613597232875,5.0,1451.0,0.18660344962471995,10000.0,141.0,0.6171518363833868
3.078311787334996,0.47646899755289784,1.0920662394877751,0.26089613597232875,5.0,1197.0,0.18660344962471995,63386.0,78.9,0.152216701130692
3.4762517960070336,0.5300452421642506,0.8693637250891013,0.43670097776385103,5.0,1999.0,0.5004243116650593,56000.0,177.0,0.152216701130692
