id_transmissao,id_body_type,id_modelos,id_categoria_marca,mileage,ano,id_city,id_insurance,seats,engine_capacity,id_fuel_type,kms_driven,max_power,id_owner_type,resale_price_Lakh
0.13063448358318142,0.36313833386560074,0.4066430755317304,0.34433665617359366,23.84,2019.0,1.0951613137788256,0.2561672213768721,5.0,1199.0,0.1808108436013733,30910.0,83.8,0.1513159043723507,5.66
0.13063448358318142,0.6002632621852876,0.4066430755317304,0.29993823816594944,17.5,2018.0,1.2805577942736048,1.3090775235586007,5.0,1199.0,0.1808108436013733,48089.0,88.7,1.3553447922231374,6.64
0.13063448358318142,0.5776796017468651,0.4066430755317304,0.29993823816594944,17.4,2015.0,0.9237651759315242,0.2561672213768721,5.0,1497.0,0.1808108436013733,51000.0,117.3,0.6196441032904012,5.65
0.5851602224980227,0.6002632621852876,1.770755569623486,0.34433665617359366,14.08,2021.0,0.9237651759315242,0.2561672213768721,7.0,1956.0,0.5145358569867878,30000.0,167.6,0.1513159043723507,23.0
0.5851602224980227,0.36313833386560074,0.4066430755317304,0.34433665617359366,21.4,2019.0,1.1705962136349577,1.3090775235586007,5.0,1197.0,0.1808108436013733,61113.0,83.1,0.1513159043723507,6.87
0.5851602224980227,0.5776796017468651,1.391018707513282,1.3333235111326576,17.66,2021.0,1.0951613137788256,0.2561672213768721,4.0,2993.0,0.5145358569867878,31738.0,261.4,0.1513159043723507,115.0
0.13063448358318142,0.6002632621852876,0.4066430755317304,0.29993823816594944,17.52,2021.0,0.768863215945781,0.2561672213768721,5.0,1197.0,0.1808108436013733,30000.0,81.8,0.6196441032904012,7.85
0.13063448358318142,0.5776796017468651,0.4066430755317304,0.29993823816594944,16.09,2015.0,0.8686148605655614,0.2561672213768721,5.0,1598.0,0.1808108436013733,80000.0,103.5,1.3553447922231374,5.95
0.5851602224980227,0.5776796017468651,1.391018707513282,1.3333235111326576,22.48,2018.0,0.768863215945781,0.2561672213768721,5.0,1995.0,0.5145358569867878,36000.0,187.7,0.1513159043723507,38.75
0.5851602224980227,0.6002632621852876,0.4066430755317304,0.34433665617359366,18.24,2021.0,0.8686148605655614,0.2561672213768721,5.0,999.0,0.1808108436013733,14608.0,98.6,0.1513159043723507,9.6
0.13063448358318142,0.36313833386560074,0.38755189715844074,0.34433665617359366,21.74,2019.0,0.768863215945781,0.44691375314468196,5.0,999.0,0.1808108436013733,25000.0,67.0,0.1513159043723507,3.49
0.13063448358318142,0.36313833386560074,0.38755189715844074,0.34433665617359366,23.01,2018.0,1.1705962136349577,0.2561672213768721,5.0,999.0,0.1808108436013733,30000.0,67.0,0.6196441032904012,3.1
0.5851602224980227,0.6002632621852876,0.4066430755317304,0.34433665617359366,21.5,2019.0,1.027129429868669,1.3090775235586007,5.0,1497.0,0.5145358569867878,46034.0,108.5,0.1513159043723507,10.22
0.13063448358318142,0.36313833386560074,0.38755189715844074,0.34433665617359366,22.38,2013.0,1.027129429868669,0.2561672213768721,5.0,1197.0,0.1808108436013733,50824.0,88.5,0.1513159043723507,4.55
0.5851602224980227,0.5776796017468651,0.4066430755317304,0.29993823816594944,18.0,2017.0,0.8686148605655614,1.3090775235586007,5.0,1497.0,0.1808108436013733,120848.0,117.6,0.1513159043723507,7.18
0.13063448358318142,0.5776796017468651,0.38755189715844074,0.34433665617359366,22.41,2015.0,0.768863215945781,0.2561672213768721,5.0,1197.0,0.1808108436013733,36888.0,88.5,0.6196441032904012,3.78
0.13063448358318142,0.36313833386560074,0.4066430755317304,0.34433665617359366,27.39,2018.0,1.2805577942736048,0.44691375314468196,5.0,1248.0,0.5145358569867878,83083.0,74.0,0.1513159043723507,6.75
0.13063448358318142,0.6002632621852876,0.4066430755317304,0.29993823816594944,16.55,2018.0,0.8686148605655614,0.2561672213768721,6.0,2498.0,0.5145358569867878,59889.0,105.0,0.1513159043723507,9.85
0.13063448358318142,0.36313833386560074,0.4066430755317304,0.29993823816594944,19.0,2018.0,1.027129429868669,1.3090775235586007,5.0,1194.0,0.1808108436013733,45600.0,94.6,0.1513159043723507,5.5
0.13063448358318142,0.36313833386560074,0.38755189715844074,0.29993823816594944,23.59,2012.0,1.130591051963374,0.44691375314468196,5.0,1364.0,0.5145358569867878,74000.0,103.88974615994809,0.1513159043723507,4.25
0.5851602224980227,0.6002632621852876,1.0371693668011388,0.29993823816594944,15.1,2019.0,1.027129429868669,0.2561672213768721,7.0,2179.0,0.5145358569867878,80000.0,152.8,0.1513159043723507,15.0
0.13063448358318142,0.36313833386560074,0.4066430755317304,0.29993823816594944,18.6,2017.0,1.027129429868669,0.44691375314468196,5.0,1197.0,0.1808108436013733,26997.0,81.8,0.1513159043723507,6.68
0.5851602224980227,0.6002632621852876,1.3077694066602694,0.29993823816594944,20.36,2022.0,0.768863215945781,0.2561672213768721,5.0,1451.0,0.1808108436013733,10000.0,141.0,0.6196441032904012,21.0
0.13063448358318142,0.36313833386560074,0.38755189715844074,0.29993823816594944,16.38,2011.0,1.0951613137788256,0.2561672213768721,5.0,1197.0,0.1808108436013733,63386.0,78.9,0.1513159043723507,2.46
0.5851602224980227,0.6002632621852876,1.391018707513282,1.3333235111326576,18.2,2017.0,0.8686148605655614,0.44691375314468196,5.0,1999.0,0.5145358569867878,56000.0,177.0,0.1513159043723507,43.0
0.5851602224980227,0.36313833386560074,0.4066430755317304,0.29993823816594944,22.77,2017.0,0.8686148605655614,0.44691375314468196,5.0,1199.0,0.1808108436013733,47000.0,88.7,0.1513159043723507,7.75
