id_body_type,id_categoria_marca,ano,id_city,id_insurance,seats,mileage,id_engine_capacity_group,id_fuel_type,id_kms_group,id_max_power_group,id_owner_type,resale_price_Lakh
0.36411207029700055,0.07353108606611604,2019.0,1.0961020230412228,0.2566333215136202,5.0,23.84,0.12613732729415364,0.18033354506727076,0.36478591757245626,0.20664410886178067,0.15046506698925197,5.66
0.5988691236058242,0.07353108606611604,2018.0,1.281577182241788,1.30640076596682,5.0,17.5,0.12613732729415364,0.18033354506727076,0.36478591757245626,0.20664410886178067,1.365235730644157,6.64
0.5780531058996504,0.07353108606611604,2015.0,0.9227099304234485,0.2566333215136202,5.0,17.4,0.12613732729415364,0.18033354506727076,0.2550590496667829,0.44604017224294634,0.6203282546085825,5.65
0.5988691236058242,0.07353108606611604,2021.0,0.9227099304234485,0.2566333215136202,7.0,14.08,0.12613732729415364,0.5149186383392457,0.36478591757245626,0.44604017224294634,0.15046506698925197,23.0
0.36411207029700055,0.07353108606611604,2019.0,1.170307007311498,1.30640076596682,5.0,21.4,0.12613732729415364,0.18033354506727076,0.2550590496667829,0.20664410886178067,0.15046506698925197,6.87
0.5780531058996504,1.5067380125965582,2021.0,1.0961020230412228,0.2566333215136202,4.0,17.66,1.1050736834950654,0.5149186383392457,0.36478591757245626,1.7586984369614505,0.15046506698925197,115.0
0.5988691236058242,0.07353108606611604,2021.0,0.7676996810762409,0.2566333215136202,5.0,17.52,0.12613732729415364,0.18033354506727076,0.36478591757245626,0.20664410886178067,0.6203282546085825,7.85
0.5780531058996504,0.07353108606611604,2015.0,0.8683204154856445,0.2566333215136202,5.0,16.09,0.12613732729415364,0.18033354506727076,0.2550590496667829,0.44604017224294634,1.365235730644157,5.95
0.5780531058996504,1.5067380125965582,2018.0,0.7676996810762409,0.2566333215136202,5.0,22.48,0.12613732729415364,0.5149186383392457,0.36478591757245626,0.44604017224294634,0.15046506698925197,38.75
0.5988691236058242,0.07353108606611604,2021.0,0.8683204154856445,0.2566333215136202,5.0,18.24,0.7766979490322513,0.18033354506727076,0.36478591757245626,0.20664410886178067,0.15046506698925197,9.6
0.36411207029700055,0.07353108606611604,2019.0,0.7676996810762409,0.44540820843258205,5.0,21.74,0.7766979490322513,0.18033354506727076,0.36478591757245626,0.20664410886178067,0.15046506698925197,3.49
0.36411207029700055,0.07353108606611604,2018.0,1.170307007311498,0.2566333215136202,5.0,23.01,0.7766979490322513,0.18033354506727076,0.36478591757245626,0.20664410886178067,0.6203282546085825,3.1
0.5988691236058242,0.07353108606611604,2019.0,1.0271992077985115,1.30640076596682,5.0,21.5,0.12613732729415364,0.5149186383392457,0.36478591757245626,0.44604017224294634,0.15046506698925197,10.22
0.36411207029700055,0.07353108606611604,2013.0,1.0271992077985115,0.2566333215136202,5.0,22.38,0.12613732729415364,0.18033354506727076,0.2550590496667829,0.20664410886178067,0.15046506698925197,4.55
0.5780531058996504,0.07353108606611604,2017.0,0.8683204154856445,1.30640076596682,5.0,18.0,0.12613732729415364,0.18033354506727076,0.2550590496667829,0.44604017224294634,0.15046506698925197,7.18
0.5780531058996504,0.07353108606611604,2015.0,0.7676996810762409,0.2566333215136202,5.0,22.41,0.12613732729415364,0.18033354506727076,0.36478591757245626,0.20664410886178067,0.6203282546085825,3.78
0.36411207029700055,0.07353108606611604,2018.0,1.281577182241788,0.44540820843258205,5.0,27.39,0.12613732729415364,0.5149186383392457,0.2550590496667829,0.20664410886178067,0.15046506698925197,6.75
