id_body_type,id_categoria_marca,ano,id_city,id_insurance,id_transmissao,seats,mileage,id_engine_capacity_group,id_fuel_type,id_kms_group,id_max_power_group,id_owner_type,resale_price_Lakh
0.3628993718306124,0.07393701106368088,2019.0,1.0924931235982491,0.2549392753418014,0.13051971928774506,5.0,23.84,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.15122226841107161,5.66
0.6003006108416642,0.07393701106368088,2018.0,1.2812610075913198,1.3103937143696132,0.13051971928774506,5.0,17.5,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,1.3544804203850749,6.64
0.5783883026254167,0.07393701106368088,2015.0,0.9253511986753568,0.2549392753418014,0.13051971928774506,5.0,17.4,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.5760875597131951,0.6204249541483848,5.65
0.6003006108416642,0.07393701106368088,2021.0,0.9253511986753568,0.2549392753418014,0.5854879759391945,7.0,14.08,0.12608348974535877,0.5154317288858208,0.0007057527481532866,0.5760875597131951,0.15122226841107161,23.0
0.3628993718306124,0.07393701106368088,2019.0,1.1719124044459701,1.3103937143696132,0.5854879759391945,5.0,21.4,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.15122226841107161,6.87
0.5783883026254167,1.5107309609993511,2021.0,1.0924931235982491,0.2549392753418014,0.5854879759391945,4.0,17.66,1.106601377509616,0.5154317288858208,0.0007057527481532866,1.7739723957739324,0.15122226841107161,115.0
0.6003006108416642,0.07393701106368088,2021.0,0.7696133048101551,0.2549392753418014,0.13051971928774506,5.0,17.52,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.6204249541483848,7.85
0.5783883026254167,0.07393701106368088,2015.0,0.8694561530439567,0.2549392753418014,0.13051971928774506,5.0,16.09,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,1.3544804203850749,5.95
0.5783883026254167,1.5107309609993511,2018.0,0.7696133048101551,0.2549392753418014,0.5854879759391945,5.0,22.48,0.12608348974535877,0.5154317288858208,0.0007057527481532866,0.5760875597131951,0.15122226841107161,38.75
0.6003006108416642,0.07393701106368088,2021.0,0.8694561530439567,0.2549392753418014,0.5854879759391945,5.0,18.24,0.7699906241057428,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.15122226841107161,9.6
0.3628993718306124,0.07393701106368088,2019.0,0.7696133048101551,0.4479601120228741,0.13051971928774506,5.0,21.74,0.7699906241057428,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.15122226841107161,3.49
0.3628993718306124,0.07393701106368088,2018.0,1.1719124044459701,0.2549392753418014,0.13051971928774506,5.0,23.01,0.7699906241057428,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.6204249541483848,3.1
0.6003006108416642,0.07393701106368088,2019.0,1.0267378147750545,1.3103937143696132,0.5854879759391945,5.0,21.5,0.12608348974535877,0.5154317288858208,0.0007057527481532866,0.1461665017243117,0.15122226841107161,10.22
0.3628993718306124,0.07393701106368088,2013.0,1.0267378147750545,0.2549392753418014,0.13051971928774506,5.0,22.38,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.15122226841107161,4.55
0.5783883026254167,0.07393701106368088,2017.0,0.8694561530439567,1.3103937143696132,0.5854879759391945,5.0,18.0,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.5760875597131951,0.15122226841107161,7.18
0.5783883026254167,0.07393701106368088,2015.0,0.7696133048101551,0.2549392753418014,0.13051971928774506,5.0,22.41,0.12608348974535877,0.1803754522320382,0.0007057527481532866,0.1461665017243117,0.6204249541483848,3.78
0.3628993718306124,0.07393701106368088,2018.0,1.2812610075913198,0.4479601120228741,0.13051971928774506,5.0,27.39,0.12608348974535877,0.5154317288858208,0.0007057527481532866,0.1461665017243117,0.15122226841107161,6.75
0.6003006108416642,0.07393701106368088,2018.0,0.8694561530439567,0.2549392753418014,0.13051971928774506,6.0,16.55,1.106601377509616,0.5154317288858208,0.0007057527481532866,0.1461665017243117,0.15122226841107161,9.85
