id_categoria_marca,ano,mileage,id_transmissao,id_max_power_group,resale_price_Lakh
0.07114150851270024,2019.0,23.84,0.1270338095759192,0.19951983093079131,5.66
0.07114150851270024,2018.0,17.5,0.1270338095759192,0.19951983093079131,6.64
0.07114150851270024,2015.0,17.4,0.1270338095759192,0.4574369157062383,5.65
0.07114150851270024,2021.0,14.08,0.5955731947450791,0.4574369157062383,23.0
0.07114150851270024,2019.0,21.4,0.5955731947450791,0.19951983093079131,6.87
1.5095177996457863,2021.0,17.66,0.5955731947450791,1.7765287080203365,115.0
0.07114150851270024,2021.0,17.52,0.1270338095759192,0.19951983093079131,7.85
0.07114150851270024,2015.0,16.09,0.1270338095759192,0.4574369157062383,5.95
1.5095177996457863,2018.0,22.48,0.5955731947450791,0.4574369157062383,38.75
0.07114150851270024,2021.0,18.24,0.5955731947450791,0.19951983093079131,9.6
0.07114150851270024,2019.0,21.74,0.1270338095759192,0.19951983093079131,3.49
0.07114150851270024,2018.0,23.01,0.1270338095759192,0.19951983093079131,3.1
0.07114150851270024,2019.0,21.5,0.5955731947450791,0.4574369157062383,10.22
0.07114150851270024,2013.0,22.38,0.1270338095759192,0.19951983093079131,4.55
0.07114150851270024,2017.0,18.0,0.5955731947450791,0.4574369157062383,7.18
0.07114150851270024,2015.0,22.41,0.1270338095759192,0.19951983093079131,3.78
0.07114150851270024,2018.0,27.39,0.1270338095759192,0.19951983093079131,6.75
0.07114150851270024,2018.0,16.55,0.1270338095759192,0.4574369157062383,9.85
0.07114150851270024,2018.0,19.0,0.1270338095759192,0.19951983093079131,5.5
0.07114150851270024,2019.0,15.1,0.5955731947450791,0.4574369157062383,15.0
0.07114150851270024,2017.0,18.6,0.1270338095759192,0.19951983093079131,6.68
0.07114150851270024,2011.0,20.36,0.1270338095759192,0.19951983093079131,2.46
0.9194166097069183,2017.0,16.38,0.5955731947450791,0.4574369157062383,43.0
0.07114150851270024,2017.0,18.2,0.5955731947450791,0.19951983093079131,7.75
0.07114150851270024,2017.0,22.77,0.1270338095759192,0.19951983093079131,7.33
0.07114150851270024,2020.0,17.0,0.1270338095759192,0.4574369157062383,8.5
0.07114150851270024,2019.0,17.6,0.5955731947450791,0.4574369157062383,15.75
0.07114150851270024,2018.0,18.15,0.1270338095759192,0.19951983093079131,3.95
0.07114150851270024,2019.0,17.4,0.5955731947450791,0.19951983093079131,7.34
0.07114150851270024,2019.0,18.6,0.1270338095759192,0.19951983093079131,7.59
0.07114150851270024,2018.0,19.34,0.1270338095759192,0.4574369157062383,9.0
0.07114150851270024,2017.0,21.4,0.1270338095759192,0.19951983093079131,7.12
0.07114150851270024,2022.0,20.7,0.1270338095759192,0.19951983093079131,7.5
0.07114150851270024,2012.0,22.9,0.1270338095759192,0.19951983093079131,4.54
0.07114150851270024,2021.0,20.71,0.1270338095759192,0.19951983093079131,4.08
0.07114150851270024,2022.0,17.7,0.1270338095759192,0.4574369157062383,11.25
0.07114150851270024,2014.0,15.8,0.1270338095759192,0.4574369157062383,4.08
0.07114150851270024,2021.0,17.05,0.5955731947450791,0.4574369157062383,9.15
0.07114150851270024,2017.0,18.16,0.1270338095759192,0.19951983093079131,4.5
0.07114150851270024,2010.0,16.0,0.1270338095759192,0.19951983093079131,0.85
0.07114150851270024,2016.0,18.7,0.1270338095759192,0.19951983093079131,5.5
0.07114150851270024,2017.0,17.0,0.5955731947450791,0.4574369157062383,9.21
0.07114150851270024,2019.0,14.8,0.5955731947450791,0.4574369157062383,9.0
0.07114150851270024,2017.0,17.7,0.1270338095759192,0.4574369157062383,8.0
0.07114150851270024,2014.0,15.74,0.5955731947450791,0.4574369157062383,4.0
0.07114150851270024,2011.0,18.3,0.1270338095759192,0.4574369157062383,2.5
0.07114150851270024,2011.0,15.6,0.5955731947450791,0.4574369157062383,2.95
1.5095177996457863,2018.0,15.68,0.5955731947450791,0.4574369157062383,34.0
0.07114150851270024,2011.0,18.9,0.1270338095759192,0.19951983093079131,2.75
0.07114150851270024,2014.0,24.2,0.1270338095759192,0.19951983093079131,5.5
0.9194166097069183,2020.0,14.11,0.5955731947450791,0.4574369157062383,29.75
0.07114150851270024,2021.0,16.35,0.5955731947450791,0.4574369157062383,10.25
0.07114150851270024,2012.0,20.36,0.1270338095759192,0.19951983093079131,2.75
0.07114150851270024,2021.0,22.05,0.1270338095759192,0.19951983093079131,3.9
0.07114150851270024,2011.0,15.8,0.1270338095759192,0.4574369157062383,2.5
0.07114150851270024,2012.0,17.01,0.1270338095759192,0.4574369157062383,3.4
0.07114150851270024,2015.0,17.4,0.1270338095759192,0.4574369157062383,5.94
0.07114150851270024,2014.0,23.95,0.5955731947450791,0.19951983093079131,2.5
0.07114150851270024,2021.0,19.17,0.1270338095759192,0.19951983093079131,6.43
0.07114150851270024,2018.0,19.0,0.1270338095759192,0.19951983093079131,5.77
0.07114150851270024,2021.0,18.0,0.1270338095759192,0.4574369157062383,10.2
