id_body_type,id_categoria_marca,ano,id_city,id_insurance,seats,mileage,id_engine_capacity_group,id_fuel_type,id_kms_group,id_max_power_group,id_owner_type,resale_price_Lakh
0.35617351122973695,0.07114150851270024,2019.0,1.0908483061150045,0.25573720422641444,5.0,23.84,0.12512676921555807,0.17675526726071966,0.3738551976457131,0.19951983093079131,0.1536100567567186,5.66
0.6226790541951222,0.07114150851270024,2018.0,1.2793843846249435,1.3033918342922628,5.0,17.5,0.12512676921555807,0.17675526726071966,0.3738551976457131,0.19951983093079131,1.3573049781708242,6.64
0.5685834047275365,0.07114150851270024,2015.0,0.9272018665135809,0.25573720422641444,5.0,17.4,0.12512676921555807,0.17675526726071966,0.2482696205819181,0.4574369157062383,0.6130460186669443,5.65
0.6226790541951222,0.07114150851270024,2021.0,0.9272018665135809,0.25573720422641444,7.0,14.08,0.12512676921555807,0.5162176732208367,0.3738551976457131,0.4574369157062383,0.1536100567567186,23.0
0.35617351122973695,0.07114150851270024,2019.0,1.1739732294944143,1.3033918342922628,5.0,21.4,0.12512676921555807,0.17675526726071966,0.2482696205819181,0.19951983093079131,0.1536100567567186,6.87
0.5685834047275365,1.5095177996457863,2021.0,1.0908483061150045,0.25573720422641444,4.0,17.66,1.1191497421147294,0.5162176732208367,0.3738551976457131,1.7765287080203365,0.1536100567567186,115.0
0.6226790541951222,0.07114150851270024,2021.0,0.7733673147562831,0.25573720422641444,5.0,17.52,0.12512676921555807,0.17675526726071966,0.3738551976457131,0.19951983093079131,0.6130460186669443,7.85
0.5685834047275365,0.07114150851270024,2015.0,0.8643624822930818,0.25573720422641444,5.0,16.09,0.12512676921555807,0.17675526726071966,0.2482696205819181,0.4574369157062383,1.3573049781708242,5.95
0.5685834047275365,1.5095177996457863,2018.0,0.7733673147562831,0.25573720422641444,5.0,22.48,0.12512676921555807,0.5162176732208367,0.3738551976457131,0.4574369157062383,0.1536100567567186,38.75
0.6226790541951222,0.07114150851270024,2021.0,0.8643624822930818,0.25573720422641444,5.0,18.24,0.7673068387638251,0.17675526726071966,0.3738551976457131,0.19951983093079131,0.1536100567567186,9.6
0.35617351122973695,0.07114150851270024,2019.0,0.7733673147562831,0.44746998875611166,5.0,21.74,0.7673068387638251,0.17675526726071966,0.3738551976457131,0.19951983093079131,0.1536100567567186,3.49
